"lang"
{
	"Language"	"Polish"
		"DOTA_Tooltip_ability_xhs_creep_thorns"                                                        "Ciernie"
		"DOTA_Tooltip_ability_xhs_creep_thorns_Description"                                            "Odbija część nadchodzących obrażeń."
		"DOTA_Tooltip_ability_xhs_creep_thorns_reflect_pct"                                            "% ODBICIA OBRAŻEŃ:"
		"DOTA_Tooltip_ability_xhs_creep_death_aura"                                                    "Aura Śmierci"
		"DOTA_Tooltip_ability_xhs_creep_death_aura_Description"                                        "Zmniejsza pancerz pobliskich wrogów."
		"DOTA_Tooltip_ability_xhs_creep_death_aura_aura_radius"                                        "PROMIEŃ:"
		"DOTA_Tooltip_ability_xhs_creep_death_aura_aura_armor_reduction"                               "REDUKCJA PANCERZA:"
		"DOTA_Tooltip_ability_xhs_creep_magic_ward"                                                    "Oddział Szamański"
		"DOTA_Tooltip_ability_xhs_creep_magic_ward_Description"                                        "Zapewnia odporność na magię."
		"DOTA_Tooltip_ability_xhs_creep_magic_ward_magic_resist"                                       "% ODPORNOŚCI NA MAGIĘ:"
		"DOTA_Tooltip_ability_xhs_creep_restoration"                                                   "Przywrócenie"
		"DOTA_Tooltip_ability_xhs_creep_restoration_Description"                                       "Zapewnia maksymalną regenerację zdrowia pobliskim sojusznikom."
		"DOTA_Tooltip_ability_xhs_creep_restoration_aura_radius"                                       "PROMIEŃ:"
		"DOTA_Tooltip_ability_xhs_creep_restoration_aura_regen_pct"                                    "%MAKSYMALNA REGENERACJA ZDROWIA NA SEKUNDĘ:"
		"DOTA_Tooltip_ability_xhs_creep_chaos_strike"                                                  "Uderzenie Chaosu"
		"DOTA_Tooltip_ability_xhs_creep_chaos_strike_Description"                                      "Ataki mogą uderzyć krytycznie."
		"DOTA_Tooltip_ability_xhs_creep_chaos_strike_crit_chance"                                      "%SZANSA KRYTYCZNA:"
		"DOTA_Tooltip_ability_xhs_creep_chaos_strike_crit_damage"                                      "% OBRAŻEŃ KRYTYCZNYCH:"
		"DOTA_Tooltip_ability_xhs_creep_mana_break"                                                    "Przerwa many"
		"DOTA_Tooltip_ability_xhs_creep_mana_break_Description"                                        "Ataki spalają część maksymalnej many celu i zadają obrażenia fizyczne równe spalonej liczbie."
		"DOTA_Tooltip_ability_xhs_creep_mana_break_mana_burn_pct"                                      "% MAKSYMALNEGO SPALENIA MANA:"
		"DOTA_Tooltip_ability_xhs_creep_fervor"                                                        "Zapał"
		"DOTA_Tooltip_ability_xhs_creep_fervor_Description"                                            "Zapewnia prędkość ataku."
		"DOTA_Tooltip_ability_xhs_creep_fervor_attack_speed"                                           "DODATKOWA PRĘDKOŚĆ ATAKU:"
		"DOTA_Tooltip_ability_xhs_creep_venom_shot"                                                    "Jadowy Strzał"
		"DOTA_Tooltip_ability_xhs_creep_venom_shot_Description"                                        "Ataki zatruwają cel na podstawie obrażeń od ataku."
		"DOTA_Tooltip_ability_xhs_creep_venom_shot_dot_damage_pct"                                     "% OBRAŻEŃ ATAKU NA SEKUNDĘ:"
		"DOTA_Tooltip_ability_xhs_creep_venom_shot_debuff_duration"                                    "CZAS TRWANIA TRUCINY:"
		"DOTA_Tooltip_ability_xhs_creep_scorching_breath"                                              "Palący Oddech"
		"DOTA_Tooltip_ability_xhs_creep_scorching_breath_Description"                                  "Ataki spalają cel w oparciu o obrażenia od ataku."
		"DOTA_Tooltip_ability_xhs_creep_scorching_breath_dot_damage_pct"                               "% OBRAŻEŃ ATAKU NA SEKUNDĘ:"
		"DOTA_Tooltip_ability_xhs_creep_scorching_breath_debuff_duration"                              "CZAS PALENIA:"
		"DOTA_Tooltip_ability_xhs_creep_titanic_cleave"                                                "Titanic rozszczepia"
		"DOTA_Tooltip_ability_xhs_creep_titanic_cleave_Description"                                    "Ataki rozszczepiają się wokół głównego celu."
		"DOTA_Tooltip_ability_xhs_creep_titanic_cleave_cleave_pct"                                     "%CLEAVE OBRAŻENIA:"
		"DOTA_Tooltip_ability_xhs_creep_titanic_cleave_splash_radius"                                  "PROMIeń ROZCIĘCIA:"
		"DOTA_Tooltip_ability_xhs_creep_evasion"                                                       "Unikanie"
		"DOTA_Tooltip_ability_xhs_creep_evasion_Description"                                           "Daje szansę na uniknięcie ataków."
		"DOTA_Tooltip_ability_xhs_creep_evasion_evasion"                                               "%UNIKANIA:"
		"DOTA_Tooltip_ability_xhs_creep_pack_leader"                                                   "Lider stada"
		"DOTA_Tooltip_ability_xhs_creep_pack_leader_Description"                                       "Zwiększa obrażenia od ataku pobliskich sojuszników."
		"DOTA_Tooltip_ability_xhs_creep_pack_leader_aura_radius"                                       "PROMIEŃ:"
		"DOTA_Tooltip_ability_xhs_creep_pack_leader_aura_damage_pct"                                   "%DODATKOWE OBRAŻENIA ATAKU:"
		"DOTA_Tooltip_ability_xhs_creep_cold_skin"                                                     "Zimna skóra"
		"DOTA_Tooltip_ability_xhs_creep_cold_skin_Description"                                         "Wrogowie zadający obrażenia tej jednostce mają zmniejszoną prędkość ruchu i ataku."
		"DOTA_Tooltip_ability_xhs_creep_cold_skin_retaliation_slow"                                    "%RUCH I WOLNOŚĆ ATAKU:"
		"DOTA_Tooltip_ability_xhs_creep_cold_skin_debuff_duration"                                     "CZAS WOLNOŚCI:"
		"DOTA_Tooltip_ability_xhs_creep_corrosive_scales"                                              "Żrące łuski"
		"DOTA_Tooltip_ability_xhs_creep_corrosive_scales_Description"                                  "Ataki zmniejszają pancerz celu.Zapewnia także odporność na magię."
		"DOTA_Tooltip_ability_xhs_creep_corrosive_scales_armor_reduction"                              "REDUKCJA PANCERZA:"
		"DOTA_Tooltip_ability_xhs_creep_corrosive_scales_debuff_duration"                              "CZAS REDUKCJI PANCERZA:"
		"DOTA_Tooltip_ability_xhs_creep_corrosive_scales_magic_resist"                                 "% ODPORNOŚCI NA MAGIĘ:"
		"DOTA_Tooltip_ability_xhs_creep_untouchable"                                                   "Nietykalny"
		"DOTA_Tooltip_ability_xhs_creep_untouchable_Description"                                       "Wrogowie zadający obrażenia tej jednostce mają zmniejszoną prędkość ruchu i ataku."
		"DOTA_Tooltip_ability_xhs_creep_untouchable_retaliation_slow"                                  "%RUCH I WOLNOŚĆ ATAKU:"
		"DOTA_Tooltip_ability_xhs_creep_untouchable_debuff_duration"                                   "CZAS WOLNOŚCI:"
		"DOTA_Tooltip_ability_xhs_creep_silencing_glaive"                                              "Uciszająca Glewia"
		"DOTA_Tooltip_ability_xhs_creep_silencing_glaive_Description"                                  "Ataki mogą uciszyć cel.Efekt ten ma wewnętrzny czas odnowienia."
		"DOTA_Tooltip_ability_xhs_creep_silencing_glaive_silence_chance"                               "%SZANSA NA CISZĘ:"
		"DOTA_Tooltip_ability_xhs_creep_silencing_glaive_silence_duration"                             "CZAS CISZY:"
		"DOTA_Tooltip_ability_xhs_creep_silencing_glaive_proc_cooldown"                                "WEWNĘTRZNY ODNOWIENIE:"
		"DOTA_Tooltip_ability_xhs_creep_toxic_flight"                                                  "Toksyczny lot"
		"DOTA_Tooltip_ability_xhs_creep_toxic_flight_Description"                                      "Atakuje truciznę i spowalnia cel."
		"DOTA_Tooltip_ability_xhs_creep_toxic_flight_slow_pct"                                         "%WOLNY RUCH:"
		"DOTA_Tooltip_ability_xhs_creep_toxic_flight_dot_damage_pct"                                   "% OBRAŻEŃ ATAKU NA SEKUNDĘ:"
		"DOTA_Tooltip_ability_xhs_creep_toxic_flight_debuff_duration"                                  "CZAS TRWANIA TRUCINY:"
		"DOTA_Tooltip_ability_xhs_creep_static_charge"                                                 "Ładunek statyczny"
		"DOTA_Tooltip_ability_xhs_creep_static_charge_Description"                                     "Ataki mogą wyrządzić dodatkowe obrażenia fizyczne."
		"DOTA_Tooltip_ability_xhs_creep_static_charge_proc_chance"                                     "SZANSA %PROC:"
		"DOTA_Tooltip_ability_xhs_creep_static_charge_proc_damage_pct"                                 "%DODATKOWE OBRAŻENIA:"
		"DOTA_Tooltip_ability_xhs_creep_death_surge"                                                   "Fala Śmierci"
		"DOTA_Tooltip_ability_xhs_creep_death_surge_Description"                                       "Zapewnia prędkość ataku i kradzież życia."
		"DOTA_Tooltip_ability_xhs_creep_death_surge_attack_speed"                                      "DODATKOWA PRĘDKOŚĆ ATAKU:"
		"DOTA_Tooltip_ability_xhs_creep_death_surge_lifesteal_pct"                                     "%KRADZIEŻ ŻYCIA:"
		"DOTA_Tooltip_ability_xhs_creep_riposte"                                                       "Riposta"
		"DOTA_Tooltip_ability_xhs_creep_riposte_Description"                                           "Zapewnia unik i odbija część nadchodzących obrażeń."
		"DOTA_Tooltip_ability_xhs_creep_riposte_evasion"                                               "%UNIKANIA:"
		"DOTA_Tooltip_ability_xhs_creep_riposte_reflect_pct"                                           "% ODBICIA OBRAŻEŃ:"
		"DOTA_Tooltip_ability_xhs_creep_crushing_armor"                                                "Miażdżąca zbroja"
		"DOTA_Tooltip_ability_xhs_creep_crushing_armor_Description"                                    "Ataki każdej jednostki z Miażdżącym Zbroją sumują się do jednego wspólnego osłabienia.Redukcja pancerza kumuluje się, dopóki cel nie osiągnie dokładnie 0 pancerza."
		"DOTA_Tooltip_ability_xhs_creep_crushing_armor_armor_reduction"                                "REDUKCJA PANCERZA:"
		"DOTA_Tooltip_ability_xhs_creep_crushing_armor_debuff_duration"                                "CZAS REDUKCJI PANCERZA:"
		"DOTA_Tooltip_ability_xhs_creep_reactive_armor"                                                "Pancerz reaktywny"
		"DOTA_Tooltip_ability_xhs_creep_reactive_armor_Description"                                    "Zapewnia zbroję i maksymalną regenerację zdrowia."
		"DOTA_Tooltip_ability_xhs_creep_reactive_armor_bonus_armor"                                    "DODATKOWY PANCERZ:"
		"DOTA_Tooltip_ability_xhs_creep_reactive_armor_regen_pct"                                      "%MAKSYMALNA REGENERACJA ZDROWIA NA SEKUNDĘ:"
		"DOTA_Tooltip_ability_xhs_creep_spell_ward"                                                    "Oddział Zaklęć"
		"DOTA_Tooltip_ability_xhs_creep_spell_ward_Description"                                        "Zapewnia odporność na magię."
		"DOTA_Tooltip_ability_xhs_creep_spell_ward_magic_resist"                                       "% ODPORNOŚCI NA MAGIĘ:"
		"DOTA_Tooltip_ability_xhs_creep_moon_glaive"                                                   "Księżycowa Glewia"
		"DOTA_Tooltip_ability_xhs_creep_moon_glaive_Description"                                       "Ataki rozpryskują się wokół głównego celu."
		"DOTA_Tooltip_ability_xhs_creep_moon_glaive_cleave_pct"                                        "% OBRAŻEŃ ROZBRYTKOWYCH:"
		"DOTA_Tooltip_ability_xhs_creep_moon_glaive_splash_radius"                                     "PROMIeń rozprysku:"
		"DOTA_Tooltip_ability_xhs_creep_geminate_shot"                                                 "Bliźniaczy strzał"
		"DOTA_Tooltip_ability_xhs_creep_geminate_shot_Description"                                     "Ataki mogą zadać dodatkowe trafienie fizyczne."
		"DOTA_Tooltip_ability_xhs_creep_geminate_shot_proc_chance"                                     "SZANSA %PROC:"
		"DOTA_Tooltip_ability_xhs_creep_geminate_shot_proc_damage_pct"                                 "%DODATKOWE OBRAŻENIA PRZY UDERZENIU:"
		"DOTA_Tooltip_ability_xhs_creep_knights_guard"                                                 "Straż Rycerska"
		"DOTA_Tooltip_ability_xhs_creep_knights_guard_Description"                                     "Blokuje określoną ilość obrażeń fizycznych przy każdym trafieniu."
		"DOTA_Tooltip_ability_xhs_creep_knights_guard_physical_block"                                  "BLOK OBRAŻEŃ FIZYCZNYCH:"
		"DOTA_Tooltip_ability_xhs_creep_shamanic_ward"                                                 "Oddział Szamański"
		"DOTA_Tooltip_ability_xhs_creep_shamanic_ward_Description"                                     "Zapewnia odporność na magię."
		"DOTA_Tooltip_ability_xhs_creep_shamanic_ward_magic_resist"                                    "% ODPORNOŚCI NA MAGIĘ:"
		"DOTA_Tooltip_ability_xhs_creep_chimaera_splash"                                               "Plusk Chimery"
