"lang"
{
	"Language"	"Turkish"
		"DOTA_Tooltip_ability_creature_thunder_clap_low_Description"                                      "Belirli bir alandaki tüm düşman birimlerini sersemletir, saldırı hızını ve hareket hızını azaltır."
		"DOTA_Tooltip_ability_creature_thunder_clap_low_damage"                                           "HASAR:"
		"DOTA_Tooltip_ability_creature_thunder_clap_low_radius"                                           "YARIÇAP:"
		"DOTA_Tooltip_ability_creature_thunder_clap_low_duration"                                         "SÜRE:"
		"DOTA_Tooltip_ability_creature_thunder_clap_low_movement_slow"                                    "%HAREKET YAVAŞ:"
		"DOTA_Tooltip_ability_creature_thunder_clap_low_attack_speed_slow"                                "SALDIRI HIZI YAVAŞLAMASI:"
		"DOTA_Tooltip_ability_devotion_aura"                                                              "Adanmışlık Aurası"
		"DOTA_Tooltip_ability_devotion_aura_Description"                                                  "Müttefik birimlerin zırhını büyük ölçüde artırır."
		"DOTA_Tooltip_ability_devotion_aura_Lore"                                                         "Purist Thunderwrath'ın kutsal vücut bulmuş hali, daha yüksek inançlı olanları güçlendirmek için yeterlidir."
		"DOTA_Tooltip_ability_devotion_aura_aura_radius"                                                  "YARIÇAP:"
		"DOTA_Tooltip_ability_devotion_aura_bonus_armor"                                                  "BONUS ZIRH:"
		"DOTA_Tooltip_ability_grom_hellscream_mirror_image"                                               "Ayna Görüntüsü"
		"DOTA_Tooltip_ability_grom_hellscream_mirror_image_Description"                                   "Blademaster'ın illüzyonlarını yaratın."
		"DOTA_Tooltip_ability_grom_hellscream_mirror_image_images_count"                                  "İLÜZYONLAR:"
		"DOTA_Tooltip_ability_grom_hellscream_mirror_image_illusion_duration"                             "SÜRE:"
		"DOTA_Tooltip_ability_grom_hellscream_mirror_image_outgoing_damage_tooltip"                       "VERİLEN HASAR %'si:"
		"DOTA_Tooltip_ability_grom_hellscream_mirror_image_incoming_damage_tooltip"                       "ALINAN HASAR %'si:"
		"DOTA_Tooltip_ability_grom_hellscream_mirror_image_vision_radius"                                 "GÖRÜŞ YARIÇAPI:"
		"DOTA_Tooltip_ability_holdout_blade_dance"                                                        "Kılıç Dansı"
		"DOTA_Tooltip_ability_holdout_blade_dance_Description"                                            "Blademaster'a her saldırıda kritik hasar verme şansı verir."
		"DOTA_Tooltip_ability_holdout_blade_dance_Lore"                                                   "Mirasının kılıç işçiliğine olan bağlılığının son kalıntısı, Yurnero tarzın akılda kalmasını sağlar."
		"DOTA_Tooltip_ability_holdout_blade_dance_blade_dance_crit_mult"                                  "%KRİTİK HASAR:"
		"DOTA_Tooltip_ability_holdout_blade_dance_blade_dance_crit_chance"                                "%KRİTİK ŞANS:"
		"DOTA_Tooltip_ability_grom_hellscream_bladefury"                                                  "Kılıç Öfkesi"
		"DOTA_Tooltip_ability_grom_hellscream_bladefury_Description"                                      "Blademaster kendi etrafında dönerek yüksek hasar verir ve büyü hasarına karşı dayanıklı hale gelir."
		"DOTA_Tooltip_ability_grom_hellscream_bladefury_blade_fury_radius"                                "YARIÇAP:"
		"DOTA_Tooltip_ability_proudmoore_hex"                                                             "Altıgen"
		"DOTA_Tooltip_ability_proudmoore_divine_shield"                                                   "İlahi Kalkan"
		"DOTA_Tooltip_ability_proudmoore_divine_shield_Description"                                       "Kısa bir süre boyunca herhangi bir saldırı veya büyü tarafından hedef alınamaz hale gelerek tam bir hasar almazlık sağlar."
