"lang"
{
	"Language"	"Russian"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_radius"                                         "РАДИУС ПРОРУБАЮЩЕГО УРОНА:"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_cleave_pct"                                     "%ПРОРУБАЮЩИЙ УРОН:"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_xp_bounty"                                      "ОПЫТА ЗА УБИЙСТВО:"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_gold_bounty"                                    "ЗОЛОТО ЗА УБИЙСТВО:"
		"npc_imba_malfurion_living_tower_radiant"                                                         "Живая башня"
		"npc_imba_malfurion_living_tower_dire"                                                            "Живая башня"
		"DOTA_Tooltip_ability_holdout_storm_bolt"                                                         "Молот бурь"
		"DOTA_Tooltip_ability_holdout_storm_bolt_Description"                                             "Бросает молот в выбранного врага, нанося урон и оглушая."
		"DOTA_Tooltip_ability_holdout_storm_bolt_bolt_stun_duration"                                      "ДЛИТЕЛЬНОСТЬ ОГЛУШЕНИЯ:"
		"DOTA_Tooltip_ability_holdout_thunder_clap"                                                       "Удар грома"
		"DOTA_Tooltip_ability_holdout_thunder_clap_Description"                                           "Наносит урон и замедляет скорость атаки и передвижения в определенной области."
		"DOTA_Tooltip_ability_holdout_thunder_clap_radius"                                                "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_thunder_clap_damage"                                                "УРОН:"
		"DOTA_Tooltip_ability_holdout_thunder_clap_movement_slow"                                         "%ЗАМЕДЛЕНИЕ ДВИЖЕНИЯ:"
		"DOTA_Tooltip_ability_holdout_thunder_clap_attack_speed_slow"                                     "ЗАМЕДЛЕНИЕ АТАКИ:"
		"DOTA_Tooltip_ability_holdout_thunder_clap_duration"                                              "ДЛИТЕЛЬНОСТЬ:"
		"DOTA_Tooltip_ability_holdout_muradin_hammer"                                                     "Молот Мурадина"
		"DOTA_Tooltip_ability_holdout_muradin_hammer_Description"                                         "Ближайшие дружественные отряды получают очки жизни, когда наносят удары по вражеским отрядам. \n<font color='#FF7800'>ВНИМАНИЕ: не суммируется с другими источниками вампиризма.</font>"
		"DOTA_Tooltip_ability_holdout_muradin_hammer_Note0"                                               "Muradin«Молот» не суммируется с другими источниками вампиризма."
		"DOTA_Tooltip_ability_holdout_muradin_hammer_lifesteal_radius"                                    "РАДИУС:"
		"DOTA_Tooltip_ability_holdout_muradin_hammer_lifesteal_pct"                                       "%ВАМПИРИЗМ:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark"                                                  "Гномий оплот"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_Description"                                      "Поднимает щит Горного Короля, уменьшая входящий урон на %duration% секунды.Урон, предотвращенный охраной, сохраняется.Примените еще раз или дайте стражу умереть, чтобы выпустить физическую ударную волну, которая наносит урон врагам и снижает их броню.Урон, поступающий по лобной дуге, снижается сильнее."
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_front_damage_reduction"                           "% УМЕНЬШЕНИЯ ПЕРЕДНЕГО ПОВРЕЖДЕНИЯ:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_rear_damage_reduction"                            "%УМЕНЬШЕНИЕ ДРУГОГО УРОНА:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_frontal_angle"                                    "ФРОНТАЛЬНАЯ ДУГА:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_stored_damage_pct"                                "СОХРАНЕНО % ПРЕДОТВРАЩЕННОГО ПОВРЕЖДЕНИЯ:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_stored_damage_cap_pct"                            "%MAX СОХРАНЯЕТСЯ КАК МАКСИМАЛЬНОЕ ЗДОРОВЬЕ:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_release_base_damage"                              "СНИЖЕНИЕ БАЗОВОГО УРОНА:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_release_radius"                                   "РАДИУС ВЫПУСКА:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_armor_reduction"                                  "УМЕНЬШЕНИЕ БРОНИ:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_armor_duration"                                   "ПРОДОЛЖИТЕЛЬНОСТЬ СНИЖЕНИЯ БРОНИ:"
		"DOTA_Tooltip_modifier_xhs_dwarven_bulwark"                                                       "Гномий оплот"
		"DOTA_Tooltip_modifier_xhs_dwarven_bulwark_Description"                                           "Входящий урон уменьшен.Число показывает физический урон, накопленный в настоящий момент для выброса ударной волны."
		"DOTA_Tooltip_modifier_xhs_dwarven_bulwark_armor"                                                 "Перелом оплота"
		"DOTA_Tooltip_modifier_xhs_dwarven_bulwark_armor_Description"                                     "Физическая броня снижается благодаря Dwarven Bulwark."
		"DOTA_Tooltip_ability_holdout_thunder_spirit"                                                     "Дух Грома"
		"DOTA_Tooltip_ability_holdout_thunder_spirit_Description"                                         "Увеличивает скорость передвижения героя до максимума."
		"DOTA_Tooltip_ability_holdout_thunder_spirit_bonus_movement_speed"                                "ДОП. СКОРОСТЬ ПЕРЕДВИЖЕНИЯ:"
