"lang"
{
	"Language"	"Vietnamese"
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt_heal_per_sec"                                      "SỨC MẠNH MỖI GIÂY:"
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt_heal_per_sec_creeps_pct"                           "%Hồi phục MỖI GIÂY (CREEPS):"
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt_heal_per_sec_building_pct"                         "%Hồi phục MỖI GIÂY (TÒA NHÀ):"
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt_total_heal_tooltip"                                "TỔNG HỒI MÁU:"
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt_radius"                                            "BÁN KÍNH:"
		"DOTA_Tooltip_ability_holdout_rejuvenation_alt_duration"                                          "#{DOTA_Tooltip_ability_abaddon_borrowed_time_duration}"
		"DOTA_Tooltip_modifier_rejuvenation"                                                              "Trẻ hóa"
		"DOTA_Tooltip_modifier_rejuvenation_Description"                                                  "Phục hồi sức khỏe theo thời gian."
		"DOTA_Tooltip_ability_holdout_mark_of_the_claw"                                                   "Dấu móng vuốt"
		"DOTA_Tooltip_ability_holdout_mark_of_the_claw_Description"                                       "Tạo cơ hội kích hoạt đòn tấn công lan, gây thêm sát thương."
		"DOTA_Tooltip_ability_holdout_mark_of_the_claw_chance"                                            "%CƠ HỘI:"
		"DOTA_Tooltip_ability_holdout_mark_of_the_claw_bonus_damage_pct"                                  "% THIỆT HẠI THƯỞNG:"
		"DOTA_Tooltip_ability_holdout_mark_of_the_claw_radius"                                            "BÁNH QUAY TẮT:"
		"DOTA_Tooltip_ability_holdout_mark_of_the_claw_splash_damage_pct"                                 "%TẮT:"
		"DOTA_Tooltip_ability_holdout_strength_of_the_wild"                                               "Sức mạnh của hoang dã"
		"DOTA_Tooltip_ability_holdout_strength_of_the_wild_Description"                                   "Tăng sát thương tấn công của Malfurion lên kẻ thù không phải anh hùng."
		"DOTA_Tooltip_ability_holdout_strength_of_the_wild_bonus_damage_tooltip"                          "SỐ SỐ % THIỆT HẠI:"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower"                                                "Tháp sống"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_Description"                                    "Triệu hồi một tòa tháp sống mạnh mẽ không thể di chuyển bằng các đòn tấn công phân chia."
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_health"                                         "SỨC KHỎE THÁP:"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_damage"                                         "THÁP THIỆT HẠI:"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_attack_range"                                   "PHẠM VI TẤN CÔNG THÁP:"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_attack_speed"                                   "TỐC ĐỘ TẤN CÔNG THÁP:"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_radius"                                         "BÁNH QUAY TẮT:"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_cleave_pct"                                     "% THIỆT HẠI TẮT:"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_xp_bounty"                                      "TIỀN THƯỞNG XP CHẾT:"
		"DOTA_Tooltip_ability_imba_malfurion_living_tower_gold_bounty"                                    "TIỀN THƯỞNG VÀNG CHẾT:"
		"npc_imba_malfurion_living_tower_radiant"                                                         "Tháp sống"
		"npc_imba_malfurion_living_tower_dire"                                                            "Tháp sống"
		"DOTA_Tooltip_ability_holdout_storm_bolt"                                                         "Tia bão"
		"DOTA_Tooltip_ability_holdout_storm_bolt_Description"                                             "Gửi một cây búa tới kẻ địch, gây sát thương và làm choáng."
		"DOTA_Tooltip_ability_holdout_storm_bolt_bolt_stun_duration"                                      "THỜI GIAN CHOÁNG:"
		"DOTA_Tooltip_ability_holdout_thunder_clap"                                                       "Tiếng sấm sét"
		"DOTA_Tooltip_ability_holdout_thunder_clap_Description"                                           "Gây sát thương và làm chậm tốc độ tấn công cũng như tốc độ di chuyển trong một khu vực cụ thể."
		"DOTA_Tooltip_ability_holdout_thunder_clap_radius"                                                "BÁN KÍNH:"
		"DOTA_Tooltip_ability_holdout_thunder_clap_damage"                                                "SÁT THƯƠNG:"
		"DOTA_Tooltip_ability_holdout_thunder_clap_movement_slow"                                         "% CHUYỂN ĐỘNG CHẬM:"
		"DOTA_Tooltip_ability_holdout_thunder_clap_attack_speed_slow"                                     "TẤN CÔNG CHẬM:"
		"DOTA_Tooltip_ability_holdout_thunder_clap_duration"                                              "THỜI GIAN:"
		"DOTA_Tooltip_ability_holdout_muradin_hammer"                                                     "MuradinBúa của"
		"DOTA_Tooltip_ability_holdout_muradin_hammer_Description"                                         "Các đơn vị đồng minh ở gần sẽ nhận được điểm đánh khi đánh trúng đơn vị địch. \n<font color='#FF7800'>CẢNH BÁO: Không cộng dồn với các nguồn hút máu khác.</font>"
		"DOTA_Tooltip_ability_holdout_muradin_hammer_Note0"                                               "Muradin's Hammer không cộng dồn với các nguồn hút máu khác."
		"DOTA_Tooltip_ability_holdout_muradin_hammer_lifesteal_radius"                                    "BÁN KÍNH:"
		"DOTA_Tooltip_ability_holdout_muradin_hammer_lifesteal_pct"                                       "%HẤP DẪN:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark"                                                  "Bức tường thành người lùn"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_Description"                                      "Nâng khiên của Vua Núi, giảm sát thương nhận vào cho %duration% giây.Thiệt hại được ngăn chặn bởi người bảo vệ sẽ được lưu trữ.Sử dụng lại hoặc để người bảo vệ hết hạn để giải phóng sóng xung kích vật lý gây sát thương cho kẻ thù và giảm áo giáp của chúng.Thiệt hại đến trong vòng cung phía trước được giảm mạnh hơn."
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_front_damage_reduction"                           "GIẢM THIỆU% THIỆT HẠI TRƯỚC:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_rear_damage_reduction"                            "GIẢM % THIỆT HẠI KHÁC:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_frontal_angle"                                    "VÒNG CUNG TRƯỚC:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_stored_damage_pct"                                "% THIỆT HẠI ĐƯỢC LƯU TRỮ:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_stored_damage_cap_pct"                            "%MAX ĐƯỢC LƯU TRỮ LÀ SỨC KHỎE TỐI ĐA:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_release_base_damage"                              "PHÁT HÀNH THIỆT HẠI CƠ SỞ:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_release_radius"                                   "BÁN KÍNH PHÁT HÀNH:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_armor_reduction"                                  "GIẢM GIÁP:"
		"DOTA_Tooltip_ability_xhs_mountain_king_bulwark_armor_duration"                                   "THỜI GIAN GIẢM GIÁP:"
		"DOTA_Tooltip_modifier_xhs_dwarven_bulwark"                                                       "Bức tường thành người lùn"
		"DOTA_Tooltip_modifier_xhs_dwarven_bulwark_Description"                                           "Thiệt hại nhận được giảm.Con số hiển thị sát thương vật lý hiện được lưu trữ cho sóng xung kích phát ra."
		"DOTA_Tooltip_modifier_xhs_dwarven_bulwark_armor"                                                 "Gãy xương thành lũy"
		"DOTA_Tooltip_modifier_xhs_dwarven_bulwark_armor_Description"                                     "Áo giáp vật lý bị giảm bởi Dwarven Bulwark."
		"DOTA_Tooltip_ability_holdout_thunder_spirit"                                                     "Thần Sấm"
		"DOTA_Tooltip_ability_holdout_thunder_spirit_Description"                                         "Tăng tốc độ di chuyển của anh hùng lên mức tối đa."
		"DOTA_Tooltip_ability_holdout_thunder_spirit_bonus_movement_speed"                                "TỐC ĐỘ DI CHUYỂN THƯỞNG:"
		"DOTA_Tooltip_modifier_thunder_spirit"                                                            "Thần Sấm"
		"DOTA_Tooltip_modifier_thunder_spirit_Description"                                                "Tăng tốc độ di chuyển của anh hùng lên mức tối đa."
		"DOTA_Tooltip_ability_holdout_avatar"                                                             "Hình đại diện"
		"DOTA_Tooltip_ability_holdout_avatar_Description"                                                 "Mountain King trở nên giận dữ, tăng thêm giáp, hp và sát thương."
		"DOTA_Tooltip_ability_holdout_avatar_Lore"                                                        "Angerfist sẽ nắm đấm tất cả mọi người."
		"DOTA_Tooltip_ability_holdout_avatar_gods_strength_damage"                                        "SÁT THƯƠNG CỘNG THÊM:"
		"DOTA_Tooltip_ability_holdout_avatar_gods_strength_hp"                                            "THƯỞNG SỨC KHỎE:"
		"DOTA_Tooltip_ability_holdout_avatar_gods_strength_armor"                                         "GIÁP THƯỞNG:"
		"DOTA_Tooltip_ability_holdout_avatar_duration"                                                    "THỜI GIAN:"
		"DOTA_Tooltip_ability_holdout_storm_bolt_20"                                                      "Bão Bão (Cấp 20)"
		"DOTA_Tooltip_ability_holdout_storm_bolt_20_Description"                                          "Gửi một cây búa tới kẻ địch, gây sát thương và làm choáng."
		"DOTA_Tooltip_ability_holdout_storm_bolt_20_bolt_stun_duration"                                   "THỜI GIAN CHOÁNG:"
		"DOTA_Tooltip_ability_holdout_thunder_clap_20"                                                    "Tiếng sấm sét (Cấp 20)"
		"DOTA_Tooltip_ability_holdout_thunder_clap_20_Description"                                        "Gây sát thương và làm chậm tốc độ tấn công cũng như tốc độ di chuyển trong một khu vực cụ thể."
		"DOTA_Tooltip_ability_holdout_thunder_clap_20_radius"                                             "BÁN KÍNH:"
		"DOTA_Tooltip_ability_holdout_thunder_clap_20_damage"                                             "SÁT THƯƠNG:"
		"DOTA_Tooltip_ability_holdout_thunder_clap_20_movement_slow"                                      "% CHUYỂN ĐỘNG CHẬM:"
		"DOTA_Tooltip_ability_holdout_thunder_clap_20_attack_speed_slow"                                  "TẤN CÔNG CHẬM:"
		"DOTA_Tooltip_ability_holdout_thunder_clap_20_duration"                                           "THỜI GIAN:"
