"addon_game_name"													"X Hero Siege"
"DOTA_Tooltip_ability_furbolg_earthshock_movement_slow"			"MOVEMENT SLOW:"
"DOTA_Tooltip_ability_creature_death_pulse"						"Death Pulse"
"DOTA_Tooltip_ability_serpent_splash_arrows"					"Splash Attack"
"DOTA_Tooltip_modifier_unholy_Description"						"Increase movement speed and Attack Speed"

"DOTA_Tooltip_ability_creature_aura_of_blight"							"Aura of Blight"
"DOTA_Tooltip_ability_creature_aura_of_blight_Description"				"Gives all friendly units a bonus to hitpoints regeneration."
"DOTA_Tooltip_ability_creature_aura_of_blight_aura_radius"				"RADIUS:"
"DOTA_Tooltip_ability_creature_aura_of_blight_bonus_health_regen"		"HEALTH REGEN:"

"DOTA_Tooltip_ability_creature_starfall"								"Starfall"
"DOTA_Tooltip_ability_creature_starfall_Description"					"Calls down missiles from the sky, damaging all nearby enemy units in the radius."
"DOTA_Tooltip_ability_creature_starfall_starfall_radius"				"RADIUS:"
"DOTA_Tooltip_ability_creature_starfall_starfall_secondary_radius"		"SECONDARY RADIUS:"

"DOTA_Tooltip_ability_creature_war_stomp"						"War Stomp"
"DOTA_Tooltip_ability_creature_war_stomp_Description"			"Slams the ground, stunning and damaging nearby enemy units."
"DOTA_Tooltip_ability_creature_war_stomp_radius"				"RADIUS:"
"DOTA_Tooltip_ability_creature_war_stomp_stun_duration"			"STUN DURATION:"
"DOTA_Tooltip_ability_creature_war_stomp_stomp_damage"			"DAMAGE:"

"DOTA_Tooltip_ability_creature_howling_blast"							"Howling Blast"
"DOTA_Tooltip_ability_creature_howling_blast_Description"				"Causes damage to bounce back on Lich King attackers. Enemies that attack Lich King have a chance of being rooted."
"DOTA_Tooltip_ability_creature_howling_blast_Lore"						"Twisting into the seams of reality itself, Lich King manifest hatred paralyzes those who defy his will."
"DOTA_Tooltip_ability_creature_howling_blast_radius"					"RADIUS:"
"DOTA_Tooltip_ability_creature_howling_blast_ensnare_duration"			"ENSNARE DURATION:"
"DOTA_Tooltip_ability_creature_howling_blast_ensnare_damage"			"ENSNARE DAMAGE:"
"DOTA_Tooltip_ability_creature_howling_blast_ensnare_chance"			"%ENSNARE CHANCE:"

//MAGTHERIDON
"DOTA_Tooltip_ability_creature_firestorm"							"Firestorm"
"DOTA_Tooltip_ability_creature_firestorm_Description"				"Create huge amount of wave fires in front of him, dealing very high damage."
"DOTA_Tooltip_ability_creature_firestorm_wave_interval"				"WAVE INTERVAL:"
"DOTA_Tooltip_ability_creature_firestorm_wave_count"				"WAVE COUNT:"
"DOTA_Tooltip_ability_creature_firestorm_wave_damage"				"WAVE DAMAGE:"
"DOTA_Tooltip_ability_creature_firestorm_burn_damage"				"%BURN DAMAGE:"
"DOTA_Tooltip_ability_creature_firestorm_burn_duration"				"BURN DURATION:"
"DOTA_Tooltip_ability_creature_firestorm_radius"					"RADIUS:"

"DOTA_Tooltip_ability_creature_thunder_clap"						"Thunder Clap"
"DOTA_Tooltip_ability_creature_thunder_clap_Description"			"Stuns all enemy units in a specific radius, slowing attack speed and movement speed."
"DOTA_Tooltip_ability_creature_thunder_clap_damage"					"DAMAGE:"
"DOTA_Tooltip_ability_creature_thunder_clap_radius"					"RADIUS:"
"DOTA_Tooltip_ability_creature_thunder_clap_duration"				"DURATION:"
"DOTA_Tooltip_ability_creature_thunder_clap_movement_slow"			"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_creature_thunder_clap_attack_speed_slow"		"ATTACK SPEED SLOW:"


"DOTA_Tooltip_ability_xhs_creeps_phase_2_unholy_aura"									"Unholy Aura"
"DOTA_Tooltip_ability_xhs_creeps_phase_2_unholy_aura_Description"						"Increases the movement speed and HP Regen of nearby friendly units."
"DOTA_Tooltip_ability_xhs_creeps_phase_2_unholy_aura_bonus_movement_speed"				"%BONUS MOVEMENT SPEED:"
"DOTA_Tooltip_ability_xhs_creeps_phase_2_unholy_aura_bonus_health_regen"				"BONUS HEALTH REGEN:"
"DOTA_Tooltip_ability_xhs_creeps_phase_2_unholy_aura_radius"							"RADIUS:"


"DOTA_Tooltip_ability_creature_thunder_clap_low"					"Thunder Clap"
"DOTA_Tooltip_ability_creature_thunder_clap_low_Description"		"Stuns all enemy units in a specific radius, slowing attack speed and movement speed."
"DOTA_Tooltip_ability_creature_thunder_clap_low_damage"				"DAMAGE:"
"DOTA_Tooltip_ability_creature_thunder_clap_low_radius"				"RADIUS:"
"DOTA_Tooltip_ability_creature_thunder_clap_low_duration"			"DURATION:"
"DOTA_Tooltip_ability_creature_thunder_clap_low_movement_slow"		"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_creature_thunder_clap_low_attack_speed_slow"	"ATTACK SPEED SLOW:"

//GROM HELLSCREAM
"DOTA_Tooltip_ability_devotion_aura"											"Devotion Aura"
"DOTA_Tooltip_ability_devotion_aura_Description"								"Greatly increases the armor of allied units."
"DOTA_Tooltip_ability_devotion_aura_Lore"										"The holy embodiment of Purist Thunderwrath is enough to reinforce those of higher faith."
"DOTA_Tooltip_ability_devotion_aura_aura_radius"								"RADIUS:"
"DOTA_Tooltip_ability_devotion_aura_bonus_armor"								"BONUS ARMOR:"

"DOTA_Tooltip_ability_grom_hellscream_mirror_image"								"Mirror Image"
"DOTA_Tooltip_ability_grom_hellscream_mirror_image_Description"					"Create illusions of the Blademaster itself."
"DOTA_Tooltip_ability_grom_hellscream_mirror_image_images_count"				"ILLUSIONS:"
"DOTA_Tooltip_ability_grom_hellscream_mirror_image_illusion_duration"			"DURATION:"
"DOTA_Tooltip_ability_grom_hellscream_mirror_image_outgoing_damage_tooltip"		"%DAMAGE DEALT:"
"DOTA_Tooltip_ability_grom_hellscream_mirror_image_incoming_damage_tooltip"		"%DAMAGE TAKEN:"
"DOTA_Tooltip_ability_grom_hellscream_mirror_image_vision_radius"				"VISION RADIUS:"

"DOTA_Tooltip_ability_holdout_blade_dance"										"Blade Dance"
"DOTA_Tooltip_ability_holdout_blade_dance_Description"							"Gives Blademaster a chance to deal critical damage on each attack."
"DOTA_Tooltip_ability_holdout_blade_dance_Lore"									"The last remnant of his heritage's commitment to bladework, Yurnero ensures that the style is remembered."
"DOTA_Tooltip_ability_holdout_blade_dance_blade_dance_crit_mult"				"%CRITICAL DAMAGE:"
"DOTA_Tooltip_ability_holdout_blade_dance_blade_dance_crit_chance"				"%CRITICAL CHANCE:"

"DOTA_Tooltip_ability_grom_hellscream_bladefury"								"Blade Fury"
"DOTA_Tooltip_ability_grom_hellscream_bladefury_Description"					"Blademaster turns around himself dealing high damage and being invulnerable to magical damage."
"DOTA_Tooltip_ability_grom_hellscream_bladefury_blade_fury_radius"				"RADIUS:"

//ADMIRAL PROUDMOORE
"DOTA_Tooltip_ability_proudmoore_hex"								"Hex"
"DOTA_Tooltip_ability_proudmoore_divine_shield"						"Divine Shield"
"DOTA_Tooltip_ability_proudmoore_divine_shield_Description"			"Provides a total invulnerability, being untargettable by any attacks or spells for a short duration."
"DOTA_Tooltip_ability_proudmoore_divine_shield_duration"			"DURATION:"

"DOTA_Tooltip_ability_xhs_creeps_phase_2_endurance_aura"									"Endurance Aura"
"DOTA_Tooltip_ability_xhs_creeps_phase_2_endurance_aura_Description"						"Increases the movement speed and Attack Rate of nearby friendly units."
"DOTA_Tooltip_ability_xhs_creeps_phase_2_endurance_aura_bonus_attack_speed"					"BONUS ATTACK SPEED:"
"DOTA_Tooltip_ability_xhs_creeps_phase_2_endurance_aura_bonus_movement_speed_percentage"	"%BONUS MOVEMENT SPEED:"
"DOTA_Tooltip_ability_xhs_creeps_phase_2_endurance_aura_radius"								"RADIUS:"

//DEMON HUNTER
"DOTA_Tooltip_ability_demonhunter_negative_energy"						"Negative Energy"
"DOTA_Tooltip_ability_demonhunter_negative_energy_Description"			"Sends a bolt of negative energy, dealing damage to the target unit."
"DOTA_Tooltip_ability_demonhunter_negative_energy_damage_delay"			"DAMAGE DELAY:"

"DOTA_Tooltip_ability_demonhunter_negative_energy_small"				"Negative Energy"
"DOTA_Tooltip_ability_demonhunter_negative_energy_small_Description"	"Sends a bolt of negative energy, dealing damage to the target unit."
"DOTA_Tooltip_ability_demonhunter_negative_energy_small_damage_delay"	"DAMAGE DELAY:"


"DOTA_Tooltip_ability_demonhunter_evasion"						"Evasion"
"DOTA_Tooltip_ability_demonhunter_evasion_Description"			"Gives a chance to avoid incoming attacks."
"DOTA_Tooltip_ability_demonhunter_evasion_bonus_evasion"		"%EVASION:"

"DOTA_Tooltip_ability_demonhunter_immolation"					"Immolation"
"DOTA_Tooltip_ability_demonhunter_immolation_Description"		"Deal damage over time around himself."
"DOTA_Tooltip_ability_demonhunter_immolation_radius"			"RADIUS:"
"DOTA_Tooltip_ability_demonhunter_immolation_damage_per_tick"	"DAMAGE PER SEC:"

"DOTA_Tooltip_ability_demonhunter_immolation_small"					"Immolation"
"DOTA_Tooltip_ability_demonhunter_immolation_small_Description"		"Deal damage over time around himself."
"DOTA_Tooltip_ability_demonhunter_immolation_small_radius"			"RADIUS:"
"DOTA_Tooltip_ability_demonhunter_immolation_small_damage_per_tick"	"DAMAGE PER SEC:"

//BALANAR
"DOTA_Tooltip_ability_demonhunter_vampiric_aura"				"Vampiric Aura"
"DOTA_Tooltip_ability_demonhunter_vampiric_aura_Description"	"Heals the units affected by Vampiric auras when attacking, depending on their attack damage.\n<font color='#FF7800'>WARNING: Does NOT stack with other Unique Attack Modifiers.</font>"
"DOTA_Tooltip_ability_demonhunter_vampiric_aura_radius"			"RADIUS:"
"DOTA_Tooltip_ability_demonhunter_vampiric_aura_lifesteal"		"%LIFESTEAL:"

"DOTA_Tooltip_ability_howl_of_terror"							"Howl of Terror"
"DOTA_Tooltip_ability_howl_of_terror_Description"				"Weakens the damage and armor of enemies and give vision of the path ahead."
"DOTA_Tooltip_ability_howl_of_terror_Lore"						"Shendel's haunting voice hints at her approaching vindication."
"DOTA_Tooltip_ability_howl_of_terror_duration"					"DEBUFF DURATION:"
"DOTA_Tooltip_ability_howl_of_terror_radius"					"RADIUS:"
"DOTA_Tooltip_ability_howl_of_terror_damage_percent"			"%DAMAGE REDUCTION:"

"DOTA_Tooltip_ability_balanar_sleep"							"Sleep"
"DOTA_Tooltip_ability_balanar_sleep_Description"				"Make a unit fall asleep, which can't move and is invulnerable."
"DOTA_Tooltip_ability_balanar_sleep_duration"					"DURATION:"


"DOTA_Tooltip_ability_balanar_rain_of_chaos"						"Rain of Chaos"
"DOTA_Tooltip_ability_balanar_rain_of_chaos_Description"			"Calls down meteors around Abyssal Underlord, stunning enemy units. Abyssal Underlord receive 50% of the physical incoming damage during the process."
"DOTA_Tooltip_ability_balanar_rain_of_chaos_damage_per_unit"		"DAMAGE PER METEOR:"
"DOTA_Tooltip_ability_balanar_rain_of_chaos_radius"					"RADIUS:"
"DOTA_Tooltip_ability_balanar_rain_of_chaos_stun_duration"			"STUN DURATION:"
"DOTA_Tooltip_ability_balanar_rain_of_chaos_time_between_meteors"	"TIME BETWEEN METEORS:"
"DOTA_Tooltip_ability_balanar_rain_of_chaos_meteors_per_tick"		"METEORS PER TICK:"
"DOTA_Tooltip_ability_balanar_rain_of_chaos_radius_explosion"		"METEOR RADIUS:"

//ARTHAS
"DOTA_Tooltip_ability_arthas_frostmourne"					"Frostmourne"
"DOTA_Tooltip_ability_arthas_frostmourne_Description"		"Gives a chance to stun the target, avoid attacks, and deals critical damage on the next attack."
"DOTA_Tooltip_ability_arthas_frostmourne_Note0"				"Bash deals 2000 additional damage to the target."
"DOTA_Tooltip_ability_arthas_frostmourne_stun_duration"		"STUN DURATION:"
"DOTA_Tooltip_ability_arthas_frostmourne_bonus_damage_stun"	"STUN BONUS DAMAGE:"
"DOTA_Tooltip_ability_arthas_frostmourne_critical_damage"	"%CRITICAL DAMAGE"
"DOTA_Tooltip_ability_arthas_frostmourne_evasion_chance"	"%EVASION:"
"DOTA_Tooltip_ability_arthas_frostmourne_stun_chance"		"%CHANCE TO STUN:"

"DOTA_Tooltip_ability_divine_aura"										"Divine Aura"
"DOTA_Tooltip_ability_divine_aura_Description"							"Increases the movement speed, Attack Rate, Armor and Life Regen of nearby friendly units."
"DOTA_Tooltip_ability_divine_aura_bat_reduction"						"BASE ATTACK TIME:"
"DOTA_Tooltip_ability_divine_aura_bonus_movement_speed_percentage"		"%MOVEMENT SPEED:"
"DOTA_Tooltip_ability_divine_aura_bonus_armor"							"BONUS ARMOR:"
"DOTA_Tooltip_ability_divine_aura_bonus_health_regen"					"BONUS HEALTH REGEN:"
"DOTA_Tooltip_ability_divine_aura_radius"								"RADIUS:"

"DOTA_Tooltip_ability_arthas_holy_light"						"Holy Light"
"DOTA_Tooltip_ability_arthas_holy_light_Description"			"Heal all allied units around Arthas while damage enemies."
"DOTA_Tooltip_ability_arthas_holy_light_heal"					"HEAL:"
"DOTA_Tooltip_ability_arthas_holy_light_radius"					"RADIUS:"
"DOTA_Tooltip_ability_arthas_holy_light_health_threshold"		"%HEALTH THRESHOLD:"

"DOTA_Tooltip_ability_arthas_knights_armor"							"Knight Armor"
"DOTA_Tooltip_ability_arthas_knights_armor_Description"				"Grants bonus armor, and return damage to the target."
"DOTA_Tooltip_ability_arthas_knights_armor_damage_return_factor"	"%DAMAGE RETURNED:"
"DOTA_Tooltip_ability_arthas_knights_armor_armor_bonus"				"BONUS ARMOR:"

"DOTA_Tooltip_ability_arthas_light_roar"								"Avatar"
"DOTA_Tooltip_ability_arthas_light_roar_Description"					"Send Arthas into a rage. Gives bonus damage, armor, and hp regeneration. Lasts 45 seconds."
"DOTA_Tooltip_ability_arthas_light_roar_bonus_damage_percentage"		"%BONUS DAMAGE:"
"DOTA_Tooltip_ability_arthas_light_roar_armor_bonus"					"BONUS ARMOR:"
"DOTA_Tooltip_ability_arthas_light_roar_hp_regeneration"				"BONUS HEALTH REGEN:"
"DOTA_Tooltip_ability_arthas_light_roar_duration"						"DURATION:"

//BANEHALLOW
"DOTA_Tooltip_ability_banehallow_stampede"								"Stampede"
"DOTA_Tooltip_ability_banehallow_stampede_Description"					"Calls down death skulls, moving in front of Banehallow and dealing massive damage on hit."
"DOTA_Tooltip_ability_banehallow_stampede_Note0"						"Death Skulls explode when they hit a unit."
"DOTA_Tooltip_ability_banehallow_stampede_damage_per_skull"				"SKULLS DAMAGE:"
"DOTA_Tooltip_ability_banehallow_stampede_distance"						"SPAWN DISTANCE:"
"DOTA_Tooltip_ability_banehallow_stampede_speed"						"SKULLS SPEED:"
"DOTA_Tooltip_ability_banehallow_stampede_radius_skulls"				"SKULLS RADIUS:"
"DOTA_Tooltip_ability_banehallow_stampede_radius"						"SPAWN RADIUS:"
"DOTA_Tooltip_ability_banehallow_stampede_skulls_per_tick"				"SKULLS PER SEC:"

//LICH KING
"DOTA_Tooltip_ability_command_aura"								"Command Aura"
"DOTA_Tooltip_ability_command_aura_Description"					"Increase damage percentage of nearby allies."
"DOTA_Tooltip_ability_command_aura_bonus_damage_percentage"		"%BONUS DAMAGE:"
"DOTA_Tooltip_ability_command_aura_radius"						"RADIUS:"

"DOTA_Tooltip_ability_creature_chronosphere"								"Chronosphere"
"DOTA_Tooltip_ability_creature_chronosphere_Description"					"Creates a blister in spacetime, trapping all units caught in its sphere of influence and causes you to move very quickly inside it.  Only Faceless Void and any units he controls are unaffected. Invisible units in the sphere will be revealed."
"DOTA_Tooltip_ability_creature_chronosphere_Lore"							"When a rift opens to Claszureme, all poor souls caught within will likely never return."
"DOTA_Tooltip_ability_creature_chronosphere_Note0"							"Pauses all units and buildings, friendly or enemy, except those owned by Faceless Void."
"DOTA_Tooltip_ability_creature_chronosphere_Note1"							"Faceless Void is never affected by Chronospheres with any owner."
"DOTA_Tooltip_ability_creature_chronosphere_radius"							"RADIUS:"
"DOTA_Tooltip_ability_creature_chronosphere_duration"						"DURATION:"

//SPIRIT MASTER
"DOTA_Tooltip_ability_holdout_static_remnant"								"Static Remnant"
"DOTA_Tooltip_ability_holdout_static_remnant_Description"					"Creates an explosively charged image of Storm Spirit that lasts 12 seconds and will detonate and deal damage if an enemy unit comes near it."
"DOTA_Tooltip_ability_holdout_static_remnant_Lore"							"Raijin Thunderkeg's duality allows him to admire himself in shocking fashion."
"DOTA_Tooltip_ability_holdout_static_remnant_Note0"							"Remnants take 1 second to materialize after the spell is cast."
"DOTA_Tooltip_ability_holdout_static_remnant_Note1"							"Remnants grant unobstructed vision for their duration."
"DOTA_Tooltip_ability_holdout_static_remnant_Note2"							"The explosion actually hits units in a 260 radius, but will only be triggered in 235."
"DOTA_Tooltip_ability_holdout_static_remnant_static_remnant_damage_radius"	"RADIUS:"
"DOTA_Tooltip_ability_holdout_static_remnant_number"						"REMNANT NUMBER:"
"DOTA_Tooltip_ability_holdout_static_remnant_static_remnant_damage"			"DAMAGE:"

"DOTA_Tooltip_modifier_static_remnant_check"					"Static Remnant"
"DOTA_Tooltip_modifier_static_remnant_check_Description"		"Duration of the remnants."

"DOTA_Tooltip_ability_holdout_electric_vortex"					"Electric Vortex"
"DOTA_Tooltip_ability_holdout_electric_vortex_Description"		"Jails all enemy units around the Spirit Master, pulling them over himself for a short duration."
"DOTA_Tooltip_ability_holdout_electric_vortex_radius"			"RADIUS:"
"DOTA_Tooltip_ability_holdout_electric_vortex_duration"			"DURATION:"
"DOTA_Tooltip_ability_holdout_electric_vortex_damage"			"DAMAGE:"

"DOTA_Tooltip_ability_xhs_spirit_master_overload"								"Overload"
"DOTA_Tooltip_ability_xhs_spirit_master_overload_Description"					"Casting a spell creates an electrical charge, which is released in a burst on his next attack, dealing damage, slowing nearby enemy and bouncing."
"DOTA_Tooltip_ability_xhs_spirit_master_overload_Lore"							"Pow!  Zip!  Zap!"
"DOTA_Tooltip_ability_xhs_spirit_master_overload_Note0"							"Using items doesn't trigger Overload."
"DOTA_Tooltip_ability_xhs_spirit_master_overload_overload_move_slow"			"%MOVEMENT SLOW:"
"DOTA_Tooltip_ability_xhs_spirit_master_overload_overload_attack_slow"			"ATTACK SLOW:"
"DOTA_Tooltip_ability_xhs_spirit_master_overload_overload_aoe"					"RADIUS:"
"DOTA_Tooltip_ability_xhs_spirit_master_overload_slow_duration"					"SLOW DURATION:"
"DOTA_Tooltip_ability_xhs_spirit_master_overload_damage"						"DAMAGE:"
//"DOTA_Tooltip_ability_xhs_spirit_master_overload_bounces"						"BOUNCES:"
//"DOTA_Tooltip_ability_xhs_spirit_master_overload_range"							"RANGE:"
//"DOTA_Tooltip_ability_xhs_spirit_master_overload_damage_reduction_percent"		"%DAMAGE REDUCTION:"


"DOTA_Tooltip_ability_holdout_spirit_int"						"Spirit Master (Earth)"
"DOTA_Tooltip_ability_holdout_spirit_int_Description"			"After a short delay, changes Spirit Form with the Earth Spirit."

"DOTA_Tooltip_ability_holdout_spirit_str"						"Spirit Master (Ember)"
"DOTA_Tooltip_ability_holdout_spirit_str_Description"			"After a short delay, changes Spirit Form with the Ember Spirit."

"DOTA_Tooltip_ability_holdout_spirit_agi"						"Spirit Master (Storm)"
"DOTA_Tooltip_ability_holdout_spirit_agi_Description"			"After a short delay, changes Spirit Form with the Storm Spirit."
